name,line
Neku,Me?
Wizard,"Now, let us begin. Face the Wizard of Slam's might!"
Neku,Nngh! He's... he's not human! His technique is ridiculous!
Wizard,"Come, now. Surely you can do better."
Neku,One more... Let's play one more time!
Wizard,As you wish.
Neku,YES!
Wizard,"Well done, Kindred Spirits! See how inseparable Tin Pin has made"
Shooter,Inserparable... and inpincible!
Wizard,"Ha ha, indeed. My work here is done. I trust Shibuya will be in"
Shooter,"Wait, you're LEAVING? But we just got to meet you..."
Wizard,Someone has to spread Tin Pin to the masses. We all have our 
Neku,He... He's gone.
Shooter,Wonder where he's going... I hope we see him again soon! 
Neku,"Count on it! (Tin Pin, you are a trick of fate... A microcosm of my"
Neku,Hmm?
Neku,Mr. Hanekoma? ...... (Wonder what he's up to out here.) ...... (I think
Neku,(This place seems... familiar. Did he go upstairs?)
Neku,(I wonder what Mr. Hanekoma's doing here.) ...... (He's kind of a
Neku,(It's been a couple years now... I was looking at the Udagawa wall tag.
Neku,(It seems like he's been really busy lately. His shop's been closed a
Neku,(... Why am I going nuts chasing him down like this? I don't even 
Neku,(I'll never forget that day... We were set to meet up at the usual 
Neku,Mr. Hanekoma! What are you doing up here? 
Neku,Phones? What's that?
Neku,"Are you OK, Mr. Hanekoma? Ane what are you doing all the way up here?"
Neku,Check what?
Neku,"...... Look, Mr. H... I want to help you! I want to pay you back for "
Neku,"You just seem so busy lately! I mean, I know I probably can't do much,"
Neku,"Really!? I'm happy to work the café, or clean up or whatever!"
Neku,... 'Scuse me?
Neku,"Mr. Hanekoma, what's gotten into you? "
Neku,Mr. Hanekoma... Why are you attack--
Neku,What? 
Neku,"Wha-- Wait! Please, wait! What on earth... Was that really even him? "
Neku,"Hey, got time to play me in Tin Pin?"
Shiki,"Tin Pin? Sorry, not right now. I have to get over to Molco."
Neku,... Oh.
Shiki,For the slam-off. Aren't you going? I thought all the boys were...
Neku,"Oh, I'm going... I just figured I'd warm up first."
Shiki,"Gotcha. Hmm... Oh, what the hey. One round. I can make time."
Neku,Sweet! Get ready...
Shiki,Woo hoo! Go me!
Neku,Ugh... How could I lose?
Shiki,Maybe I have a shot at becoming champion after all.
Neku,Why do you want to be champion?
Shiki,"Oh, I have my reasons..."
Neku,"(... Like? Hmph, whatever.)"
Shiki,"Hey, no fair!"
Neku,What's not fair?
Shiki,Since when are you so good?
Neku,... Since when are you so BAD? 
Shiki,There go my dreams of becoming the champ...
Neku,"The price of sucking, I'm afraid."
Shiki,I know! Why don't YOU become the champion?
Neku,"Um... OK? I mean, that was the plan."
Shiki,"Then, after he gives you the prize, shake my hand. Promise!"
Neku,(... After WHO gives me the prize?)
Neku,(This is the Shibuya River. I can't think of any reason to go in there
Sota,"Well, here there, tiger! "
Neku,"Oh, hey, Mr. Sota!"
Sota,Decided to grow out your mane? 
Neku,"Oh, this? Naw. I need to get it cut. "
Sota,"Rawr! Then tell ya what, sport. Drop by my place and we'll get your "
Neku,"Well, I'd like to, but... See, right now... "
Sota,Wuh-oh. Lemme guess. The slam-off?
Neku,Yeah. You know about it? I thought you didn't play. 
Sota,I took it up! Better late than never. 
Neku,Really!? Then how 'bout a match? 
Sota,"Sure, champ. Just go easy on me!"
Sota,I... I won!?
Neku,Are you serious? (I lost to a beginner?)
Sota,"Wow, that was a blast! Maybe I should enter the slam-off."
Neku,Couldn't hurt! (Just be ready for payback.)
Sota,"Aight, dawg! Molco, here I come!"
Neku,"(...Did Mr. Sota just call me ""dawg""? Where'd he pick THAT "
Sota,"Well, dang! I've got a ways to go."
Neku,I think you did great for just starting out.
Sota,"Thanks, tiger! I had a blast. Maybe I should enter the slam-off."
Neku,Couldn't hurt!
Sota,Good deal. So how 'bout that trim? You can be my haircut model! 
Neku,"Um, OK?  (""Haircut model""? Is that a euphemism for ""guinea pig""? My "
Neku,"Hey, wanna play me in Tin Pin?"
Techie,Tin Pin? I'm kinda workin' right now. Got some errands.
Neku,"Oh... OK, later."
Techie,"Hey hey, hold up! You don't have to give in so easily! This is Japan."
Neku,Sigh... You won't forget to run your errands? 
Techie,No! Of course not.
Neku,"(""No"" meaning ""yes""?)"
Techie,"Yeeeah! Take that! C'mon, one more match for good measure."
Neku,What about your errands?
Techie,"Eh, work can wait. They're not the boss of me."
Neku,"(... Um, aren't they?)"
Techie,"Oh, hold up. Today's that slam-off at Molco..."
Neku,(Right... I'd better head over of I'll miss registration.)
Techie,... Perfect! I'm gonna enter!
Neku,(... And your errands?)
Techie,"Damn! I lost. C'mon, one more match! "
Neku,Don't you have errands to run?
Techie,"Aw, crap! That's right. You better enter the slam-off at Molco!"
Neku,I will.
Techie,Good! Be ready for vengeance!
NekU,(... And your errands?)
Neku,Uhh... Hello? ...... (Nobody's home. Guess I'll try back later.)
Neku,"Hey, wanna play me in Tin Pin?"
Ai,"Tin Pin? Sure, for a little while. But then I have to go to Molco."
Neku,You're entering the slam-off?
Ai,Yup yup! But mostly to get my prints on the Prince.
Neku,(Get your... what?)
Ai,I've never actually played Tin Pin before. This'll be good practice!
Ai,Whoa! How did THAT happen!?
Neku,"Stupid, Neku, stupid! (How could I lose to a beginner?)"
Ai,Hmm... Could be I'm champion material.
Neku,(Ugh... I've created a monster.)
Ai,"And if I win, the Prince will TOUCH ME when he hands me the"
Neku,"(... That explains the sudden interest in Tin Pin. Well, "
Ai,"Aww... I lost. Oh, well. It WAS my first time."
Neku,"(Actually, that was still pretty sad...)"
Ai,Good luck at the slam-off. Hope you win.
Neku,That's the plan.
Ai,Then the Prince himself will hand you the grand prize!
Neku,(... And that's why you're entering?)
Neku,"Hey, wanna play me in Tin Pin?"
Makoto,Tin Pin? Sorry. I'm looking for somebody right now.
Neku,Who?
Makoto,"We're holding an event at Molco, but our special guest, the Prince, "
Neku,"Oh, well. Maybe another time, then."
Makoto,"Hey! Wait a sec! So you like Tin Pin? You should read our magazine,"
Neku,"You work for PW? I buy every issue! The ""Pinside Edition"" feature is my"
Makoto,"Ha ha, yeah. That's our most popular column. You know... what the "
Makoto,Eh... heh heh... Oops! I won. Sorry...
Neku,(Dang it! I had him... If only I'd--)
Makoto,"Oh, now cheer up. You had a rough game, but I know talent"
Neku,"At this rate, I'll never win the slam-off."
Makoto,Sure you will. Just keep reading Pinhead Weekly!
Neku,"Yeah... I think I will! (Hey, wait... Was this all a sales"
Makoto,Darn! I seem to have lost! You gave me quite a workout.
Neku,(Um... right.)
Makoto,So tell me... Where'd you learn to play like that?
Neku,"Well... from Pinhead Weekly, I guess."
Makoto,You're KIDDING! ... Tell your friends!
Neku,(Did he just lose on purpose to push a few extra subscriptions? Geez...
Neku,"Hey, wanna play me in Tin Pin?"
Megumi,Tin Pin? Heh heh... Take me on and it may be the last game you ever
Neku,What's that supposed to mean?
Megumi,Enter the Molco slam-off and you'll see... you'll see... you'll 
Neku,(Whoa! ... How'd he get his voice to echo like that?)
Sho,......
Neku,(Whoa! Get a load of that thug! He looks ready to grab my wallet... or
Neku,"Hey, wanna play me in Tin Pin?"
Beat,"Hells yeah! I love me some Tin Pin! Oh, but... you should just go to"
Neku,For the slam-off?
Beat,"You know about it? Then whatchu hangin' around here for, man? You can"
Neku,I know. I just wanted to warm up.
Beat,Hmm... I was finna grab me some curry beforehand. Shame I have to call
Neku,"Nah, it's cool. I'll hit somebody else up."
Beat,Bwaaah! No no wait! I'll play ya!
Neku,"(If you want to play, just come out and say it!)"
Beat,Aight. Get ready!
Beat,"Heh, I won. Eat it, yo!"
Neku,(Dammit.)
Beat,"Aight, man, curry's on you! Le's go."
Neku,"(Nice of you to mention that NOW.) What about the slam-off,"
Beat,Oh... right! Curry takes a rain check.
Neku,(Enough about the curry! The kid's obsessed...)
Beat,"Damn! I lost... Yo, you good, man."
Neku,"I'm all right, I guess."
Beat,Too bad... I was gonna treat ya to curry if I won.
Neku,(Funny you mention that after LOSING.)
Beat,"Well, I gotta bounce. See ya at the slam-off, man."
Neku,"Yup. (I hope so. If I face him, I'm bound to win.)"
Neku,"Hey, wanna play me in Tin Pin?"
Mina,"Tin Pin? Hmm, I'm not very good."
Neku,That's OK.
Mina,There's a slam-off at Molco today. You'll probably find a beter 
Neku,I can go after I play you.
Mina,"Heh, all right. You're on!"
Mina,No way... I won!?
Neku,(Dang it...)
Mina,You think I could win the slam-off?
Neku,"Hey, enter and see. (... But I'm gonna have to crush you.)"
Mina,Ooh! Look at the time! I'd better go sign up!
Mina,See? I told you.
Neku,"Naw, you did great. "
Mina,Really? Thanks! So you're playing in the slam-off? Good luck. I hope 
Neku,I'll win.
Mina,Ooh! Look at the time! You'd better get going. 
Neku,"Hey, wanna play me in Tin Pin?"
Guy,Tin Pin? Why not sign up for the slam-off at Molco?
Neku,I am. I just wanted to warm up first.
Guy,"Oh, good for you! Actually, I'm the event's sponsor."
Neku,"Oh, cool!"
Guy,"You should hurry along, though. You don't want to miss"
Neku,"Hey, that's right! (I'd better get over to Molco.)"
Neku,Excuse me--
Prince,My autograph? Sure. 
Neku,"Whoa, wha-- Why are you writing on my clothes!?"
Prince,Huh?
Neku,This is permanent marker! It won't wash out!
Prince,You wanted my autograph...
Neku,"No! No, I didn't. Why would I? You're a total stranger!"
Prince,Don't you know who I am?
Neku,(Like I care.)
Prince,"My name is Eiji Oji, but some call me... the Prince? TV personality?"
Neku,(Weirdo? Egomaniac? Vandal?)
Prince,I can't believe you've never heard of me. Don't you follow the 
Neku,Wh-who cares!? My parents say TV warps the mind.
Prince,"Oh, you poor thing. You're like a bird in a cage. However do you "
Neku,That's easy. Tin Pin Slammer! 
Prince,Oh... Now you're talking! I've been playing up a storm. Care to take 
Neku,I thought you'd never ask.
Prince,I win.
Neku,He's good. Insanely good.
Prince,I suppose luck might have been a factor. Don't let it get 
Neku,I'm not down! 
Prince,"Hey, why don't we take a picture? I'll post it to my blog"
Neku,(Nooo thank you. You want everybody to know I lost?)
Prince,"Come on, don't be shy. I'll put a bar over your eyes. No "
Neku,"Sorry, but no!"
Prince,Look at him run. So bashful!
Prince,"Well, well. Not too shabby."
Neku,"Well, duh. I live for this game."
Prince,Oh ho! Edgy! I like it.
Neku,I'm not edgy...
Prince,Hey! Why don't we take a pciture? I'll post it to my blog.
Neku,(Nooo thank you.)
Prince,"Come on, don't be shy. I'll put a bar over your eyes. No one will"
Neku,"Sorry, but no!"
Prince,Look at him run. So bashful!
Neku,"Hey, wanna play me in--"
Joshua,"Say, did you know? We all perceive the world around us differently,"
Neku,Huh!? (Is this kid high?)
Joshua,So if you're wondering why a certain young lady still looks like
Neku,Young lady?
Joshua,The only thing stopping you from seeing what she really looks like...
Neku,I need to look harder?
Joshua,That's right. Let go of your preconceptions.
Neku,"Um... you know... I was just gonna ask if you wanted to play Tin Pin,"
Joshua,Hmm? Tin Pin? We already played.
Neku,What? We did not!
Joshua,"Weren't you listening? Like I said, you only see what you want to "
Neku,(How come I always pick the crazies to talk to...)
Joshua,"When you're drowning in a sea of work with not enough time, why pour"
Neku,Whew... (What was that all about? Kid plays too many video games.)
Neku,"Hey, wanna play me in Tin Pin?"
Nao,"Tin Pin? But, like, I need to go to Molco."
Neku,You're entering the slam-off?
Nao,"Like, yeah? The Prince is gonna be there to present the grand prize? His"
Neku,"(The Prince's prints? Hmm... She means business. But is she good?) Hey,"
Nao,"Like, sure? But just one."
Nao,Super yay! I won!
Neku,(Not good...)
Nao,"Now I, like, know I can win?"
Neku,(Over my dead body.)
Nao,"So, like, thanks? See you at Molco."
Neku,(Hmph. Next time you're goin' down.)
Nao,"Ohh! I lost. You're, like, good at it?"
Neku,"I'm OK, I guess."
Nao,"That was really good practice! Now I, like, really think I can win?"
Neku,(Hmm... She's a tough nut to crack.)
Nao,"So, like, thanks? See you at Molco."
Nao,"Heeey, it's Shiki! You gonna, like, have the stuff ready? Only seven "
Shiki,"I'm on it! Once he sees what we're all wearing, the Prince is going to"
Neku,"(""Stuff""? What the heck are they planning?)"
Joshua,"Say, Green. What are you making? "
Shiki,"T-Shirts with letters stitched onto them. We're gonna, like, wear 'em "
Neku,Dare I ask what?
Nao,"Super Princely Birthday Love Magic? He's gonna, like, totally love it?"
Neku,......
Shiki,I hear he's really into Tin Pin these days.
Nao,"Yeah, I read! So I, like, took it up, too?"
Shiki,"Hey, why don't we play? "
Nao,"Like, sure?"
Nao,"Wow, I, like, totally won? "
Neku,Rrgh... 
Neo,"I'll play you anytime you want? Just, like, let me know? "
Nao,"Wanna, like, play again?"
Neku,"Like, yeah? But this time I wanna win?"
Nao,"Ha ha, we'll see about that."
Shiki,"Go, Black 'n' BLue! You're a genius!"
Neku,(... Please stop with the codenames.)
Nao,"Well, here's my pin. I'm so, like, jealous, Shiki? You've got your "
Shiki,"Oh, this? This kind of just happened..."
Shooter,"What are you saying, Green!? We kindred Spirits are bound by FATE! "
Neku,(Not only did he name us after crayons-- apparently he's been EATING
Shiki,"Don't worry about the shirts, Nao-Nao. They'll be ready."
Nao,Awesome!
Neku,(Pork City...)
Beat,"Yo, wassup?"
Neku,"Oh, I was just thinking about going in here."
Beat,"What? We busy, man! Go on your own time, yo."
Neku,......
Shooter,WHOA! It's Eiji Oji! The PRINCE!
Prince,In the flesh! Care for an autograph?
Shiki,Aaaaaah! It's the P-P-P- Puh Puh Puh Puh Puh Puh Puhhhhhh... 
Joshua,I think Green's having a stroke.
Prince,"Hey, you three were finalists at the slam-off. Do you usually all "
Shooter,WOW! You know about us?
Prince,Tin Pin's my latest little addiction. I know everything there is to
Shooter,"Go for it, Green! You're a Prince fan, right?"
Shiki,WHAT!? No way! nowaynowaynowaynowaynowaynoway!
Joshua,There she goes again. You'd think she'd be dying for quality time 
Shiki,It's too embarrassing!
Shooter,As opposed to wearing weird T-shirts at some party?
Shiki,HEY! We're going to look awesome!
Neku,"(Whoops, now she's mad.)"
Shiki,B-b-but yeah! I totally can't play the Prince! B-B-B-Blue! You do it!
Neku,... Fine. 
Shiki,And don't you dare beat him.
Neku,(Whose side is she on?)
Prince,Looks like someone still has a few things to learn.
Neku,Rrgh... 
Prince,I'm always happy to teach.
Prince,Another round of Tin Pin?
Neku,Better believe it.
Prince,"All right, then. Whenever you're ready."
Prince,Dethroned! How... unfortunate. But I'd expect no less from a 
Shiki,"I do not BELIEVE you, Black 'n' Blue! I TOLD you not to win!"
Neku,... Help!
Shiki,Y-Your Highness! I'm so sorry my brain-dead friend has no manners! 
Prince,Don't be silly. I had fun. Let's play again soon.
Shiki,"Y-yes, sir! If he pleases you, sir, he's yours to play with anytime!!!"
Neku,(... I'm what?)
Shiki,Wow... He's gorgeous.
Neku,(... I'm WHAT?)
Prof,"Howdy, Neku."
Neku,"Oh, hey, Pin Prof."
Shooter,Pin Prof!? Is he friends with Dr. Pin!?
Neku,I just call him that because he knows all about pins. He's not like 
Shooter,"Wow, you know all about pins?"
Prof,"A bit. See, first of all: you say pins? I say sharp design. All those"
Neku,(NO! Stupid kid got him started! Now he won't shut up for at least 
Shooter,"Yeah, I'd love to see your best pin, Prof! "
Prof,"Sure, guys. Hey, if you can beat me, Neku, I'll give you one. It's"
Neku,Seriously!?
Shooter,"You better win, Blue!"
Prof,"Ha ha! Tough luck, kiddo."
Neku,Drrgh.
Prof,"Come on back after you up your game, Neku. I'll be here."
Prof,"You here to play, Neku? "
Neku,"Yes, sir!"
Prof,All righty! Let's get to it.
Shooter,Yeah! You won!
Prof,"Almost had you. Well, here you go, guys. "
Shooter,"This is your top pin, Prof? I can see why! It's sparkling! "
Prof,I talk to 'em as I polish 'em every day. Pins are a guy's best friend.
Shooter,"Wow, Pin Prof! Such WISDOM!"
Neku,(That's... That's actually kind of creepy.)
Shooter,"I'll start talking to mind, too! Thanks for the hot tip!"
Prof,"Oh, and when you go to polish your pins... be careful what sort of "
Neku,"(NOOO! He's winding up! We're looking at five straight days!) Sorry,"
Mina,"Hiya, Shiki. You're going to the Prince's Birthday Bash, right? "
Shiki,"Do you need to ask? It's, like, the most important day of the year. "
Mina,"Great, that makes all of the White Angels!"
Neku,White Angels?
Joshua,One of the Prince's fan gangs. They're at war.
Neku,(A fan gang war?)
Mina,"Those Black Diablo posers are showing up, too. We've gotta be ready! "
Neku,"(Angels and Diablos? That seems... kinda off.) ... Yeah, that's all"
Mina,"Oh, sorry! I was off in Prince Land."
Neku,(... Right.)
Shiki,"Good luck, Blue!"
Mina,Woo! I won! 
Neku,Rrgh...
Mina,We should do that again!
Mina,Want to play some Tin Pin?
Neku,Yeah... This time I'm serious!
Mina,"Heh heh, bring it!"
Shiki,Yay! 
Mina,"Aww... Here, this is yours."
Shooter,THANKS! We'll put your White Angel soul to good use!
Mina,Heh heh. See you at the Bash.
Shiki,Yup yup!
Mina,"Have fun slamming and all, but don't forget to be ready for those"
Ai,"Oh, hey, Beat."
Beat,"Yo, Ai! "
Shiki,"Is this your girlfriend, Yellow?"
Beat,"Naw, she lives in my 'hood. We've been friends since forever."
Shiki,"Aww, that's sweet."
Ai,Beat always shows me his material.
Neku,"(Material? What, does his family sell fabric?)"
Ai,"Oh, that reminds me! Do that one from before again! "
Beat,Bwaaah! ... Shh! That one's still a secret!
Ai,HA HA HA! Your face is hilarious.
Shiki,"Yellow, you look like you jumped out of a comic book!"
Beat,"Shut it, Green! "
Ai,His comedy routine is the bomb.
Neku,(Ohh. ... He does stand-up?)
Beat,"A-anyway! C'mon, le's get some Tin Pin up in here. You game, Ai?"
Ai,"Sure! I had most of my pins ganked at the slam-off, but I have enough "
Ai,Yaaay! You lose. 
Beat,Hey!
Ai,"Ha ha, let's go again."
Ai,Want to go again?
Beat,You gotta ask?
Ai,"Ha ha, OK. Here we go!"
Beat,Yeah! 
Ai,"Boo! Fine, take this."
Beat,"Thanks, Ai!"
Shooter,Don't worry! We'll get the rest of you
Ai,If you say so... Sounds like you're on a mission. Good luck. 
Shooter,Leave it to us! 
Ai,"You too, Beat. With Tin Pin... and with your act."
Beat,Bwaaah! ... Shh! That's a SECRET! 
Ai,HA HA HA! That face never gets old.
Tech,"'Sup, Beat?"
Beat,"Na' much, man."
Shiki,"Hey, Futoshi. How's work at A-East?"
Beat,"You know the F-Bomb too, Green?"
Shiki,"F-Bomb? Ha ha, sort of. I'm at A-East, like, every week to see the"
Beat,"Oh, so you're there to watch."
Joshua,"As opposed to what, Yellow?"
Tech,Beat here opens with a stand-up act.
Beat,Bwaaah! I said to tell NO ONE!
Shooter,Why hide it? You should be advertising! 
Beat,"Step off my grill, Red! 'Sides... We done. "
Tech,"What, you two broke it off?"
Beat,"She didn't gimme no choice, yo."
Shiki,"You don't have to tell us you don't want, but..."
Joshua,...... Let's play a little game. Blue here plays your F-Bomb. If he
Tech,"You down with that, Beat?"
Beat,Bwaaah! How is THAT fair? 
Neku,Sounds like I can't afford to lose this fight.
Tech,"Whatever, kid. But just so you know... I can control two pins at the "
Neku,No way!
Tech,Way.
Tech,Wah waaah! My win.
Neku,Rrgh... 
Tech,"I'll take you on anytime, kid. I'm not busy."
Tech,Mmm? Tin Pin again?
Neku,"C'mon, let's do this."
Tech,Sigh... Yeah. OK.
Neku,Done!
Shooter,"OK, Yellow! Go on, get it out of your system!"
Beat,"...... Me 'n Rhyme... My sister, yeah? We were doin' the comedy bit. "
Shiki,That's cute! I love stand-up. Tell us one of your jokes!
Beat,... I got fired. She fired me.
Shiki,Ouch... 
Shooter,"Aww, don't let it get to you. Show a little spirit! A little Kindred"
Beat,"I just might do that, yo! I have more fun slammin' anyway."
Neku,This is...
Joshua,The Shibuya River. It stretches 2.6 km between the Miyamasu and
Shiki,What!? A sewer?
Beat,An' you finna go in there?
Neku,There could be something inside.
Shiki,"Sorry, but I'll pass. These boots were so not made for sewer-walking."
Beat,"Yeah, this ain't my style either, yo."
Neku,"I guess that's understandable. All right, I'll go check it out."
Joshua,"Whoa there, Black 'n' Blue. I'm going with. "
Neku,You? You seem the LAST person who'd want to go in there. 
Joshua,I could never live with myself if I let you go alone. Let's spend 
Beat,"Whoa ho ho! You guys are... Like, you ain't..."
Shiki,"Blue and Pink!? Sure, they go.. but I didn't know they went LIKE THAT!"
Neku,Now look what you've done!
Joshua,"Hee hee... Shut up and walk, dear."
Shiki,"... I'm going, too. If something happens, I want to see... I mean stop"
Beat,"Whatever, I'll go, too."
Neku,(Sigh...)
Shiki,What... what IS this place?
Beat,Uh... it's a river.
Joshua,Like a channel dividing this world from the next...
Neku,The Styx of Shibuya? 
Shiki,"Hey, c'mon. Don't make this creepier than it has to be."
Joshua,It's a common misconception that Charon ferried the dead across the
Neku,Thrilling.
Shiki,"But, like... this ins't really the Styx, is it? "
Neku,Does this look like Greece to you? Just ignore him. 
Beat,The hell is this place!?
Shiki,No joke! It's like Chez Sewer's Bar and Lounge down here!
Neku,Seriously...
Joshua,......
Shooter,"Hey, bro! Let's play some Tin Pin!"
VW,"Sure, all right."
Joshua,Wait... 
VW,Close! But actually I'm second in line: The Vice Wizard of Slam.
Shooter,WHOA! So do you have secret tips for winning at Tin Pin?
VW,"A couple, yeah."
Shooter,WHOA! Teach me? Woo! I'm totally gonna level up!
VW,That's if you win.
Shooter,"Awright, you're ON!"
VW,"Just so you know, I'm wicked tough. I can control three pins at once. "
Shooter,Wha--
VW,Ready GO!
VW,"Ooh, too bad! "
Shooter,He's good... Too good! 
VW,I'm sure you'll get me next time. Come back whenever you want 
VW,More Tin Pin?
Shooter,"Yes, please! Gimme gimme!"
VW,"Heh heh, sure. Grab your pins! "
Shooter,Yeah! I win!
VW,Augh... I blew it. One more time! 
Shooter,"Wait, where's my secret tip? "
VW,"Oh, my bad. Right. It's all about concentration. You've gotta focus every"
Shooter,OK! 
VW,"Then, picture yourself winning in your mind."
Shooter,Right!
VW,Then you'll always win! 
Shooter,Um... A little more specific? 
VW,It's also important to have a victory pose decided on before you play.
Shooter,"Oh, c'mon. That advice stinks!"
VW,"Hey, don't bite the hand that feeds you, kid."
Shooter,"Right, SORRY! Umm... I'll work on focusing and imagining!"
Neku,(Poor kid can't see he's being messed with.)
Neku,Whoa... This graffiti is--
Joshua,CAT's work.
Neku,"It looks like the wall tag in Udagawa... (Then wait, was that last"
Shiki,"You all right, Black 'n' Blue? C'mon."
Neku,OK... 
Neku,This place is huge!
Shiki,I never knew Shibuya had a basement
Joshua,This is the Room of Reckoning. That throne seats the one who rules
Neku,What? 
Joshua,"Say, Neku... What would you do if I asked you to play a game with me"
Neku,I'd think you were crazy!
Shiki,Hey! There's somebody in here!
Neku,What!?
Joshua,"Hello there, Neku."
Neku,Wh-wh-what the heck!? 
Joshua,"I suppose I should say, nice to meet you... in this world."
Shiki,Pink has a t-twin!?
Beat,"OK, yo, this ain't funny! Who led us into the hall a' mirrors!?"
Joshua,I come from a world parallel to this one. Existence branched and our
Neku,A parallel world? 
Joshua,"I ran into a spot of trouble there. Nothing major. Heh, about one"
Beat,No wonder they keep this kid locked in the basement! 
Joshua,So your world isn't peaceful?
Joshua,At the moment? Not exactly. But I assume Neku is holding down the 
Neku,Me?
Joshua,"The other Neku. From my world. Anyway, I'm expecting my ride home... "
Neku,Your ride? 
Joshua,Say! Let's play a game to kill some time. I always wanted to duke it
Neku,Duke it out? 
Joshua,"Yes, but my Neku is busy with the Game. Can't really bother him."
Neku,"Wait, hold up. Why should I fight you? "
Joshua,I told you. I'm just looking to kill some time. But let's see... If 
Neku,"Well... Yeah, I guess. "
Joshua,Hee hee... Just tell me when you're ready. And be ready. I dont' 
Joshua,Ready?
Joshua,"Hee hee... Whenever you're ready, Neku."
Joshua,Then let's begin.
Neku,Hah!
Joshua,"Nice work, Neku. I knew I was right to pick you. ... Not that you're"
Joshua,Hello again. Here to pass the time?
Joshua,"Fabulous, Neku. You won again. Hee hee... You sure know how to show "
Yammer,"Hi, Shooter."
Shooter,"Hey there, Yammer!"
Neku,"Yammer? Someone actually named their kid ""Yammer""?"
Shooter,"Yeah, he's my BFF! He's the one who told me about Tin Pin! He knows"
Yammer,"Yeah, but all that knowledge doesn't help me actually win. Shooter's"
Shooter,"Nice back-handed compliment, dude!"
Yammer,"Well, anyway, Shooter's good under pressure. If there was to get an"
Neku,(Or at least one freaky Tin Pin love-child...)
Shooter,"C'mon, Yammer! Let's play! We need to gather up pins!"
Yammer,"I understand. I'm a victim, too. So I'll help... by destroying you "
Yammer,"Hah! I'm telling you, my pins pwn!"
Shooter,"MAN, I can't believe I lost to Yammer..."
Yammer,I'll play you again anytime you want. I'll be here
Yammer,Ready to play a round?
Shooter, Yeah!
Yammer,"Heh. All right, then... Taste my re-re-re-tooled Yammer"
Yammer,"Fast as ever, Shooter... This is the only pin I've got. ...... "
Shooter,"Thanks, Yammer! I'll take real good care of it!"
Yammer,"Oh! And some of the mods on it are really expensive, so be careful "
Shooter,OK! Will do!
Yammer,"Oh! And if you lose to somebody, give them a different pin! Don't "
Shooter,OK! Will do!
Yammer,Oh! And--
Neku,(I almost feel bad taking the kid's pin. Almost.)
Beat,"Aw, no! Mrs. K!?"
Konishi,Beat? My goodness. I trust my seeing you loitering about here means
Beat,It's my life. Who needs her!? As... as long as I got me Tin Pin an'
Joshua,Ugh. Who does Yellow think he's fooling? He's practically dripping
Beat,......
Konishi,"Listen carefully, Beat. We're going to play Tin Pin now. If I win..."
Beat,What!? How's that work out? 
Konishi,"Come to me, Beat."
Beat,Rrgh... Aight. You leave me no choice... but to pit you against Blue
Neku,"What!? Hey, don't drag me into this! (... Why do I bother resisting?)"
Konishi,Hee hee... I don't care who plays me. Every little lamb is equal in
special,Divide and Conquer!
Konishi,My tactics are never wrong.
Neku,Rrgh...
Konishi,Frustrated? Then come back for another schooling.
Konishi,Hmm? You wish to know defeat again? 
Neku,"Yeah! ... I mean, no! Look, just play!"
Konishi,Very well. Let's begin the lesson.
Neku,Oh... Whoops. I won.
Beat,"You da man, B 'n' B!"
Konishi,"Yes, yes. Here's a pin for you. Oh, and Beat? Do be sure to patch"
Beat,"I won, Mrs. K. I'ma live how I like."
Neku,Maybe I shoulda lost...
Joshua,"Don't be silly, Black 'n' Blue. You merely played your part. What"
Neku,"Yeah, but... (Stop calling me Black 'n' Blue. Seriously.)"
guy,"Hoo, boy..."
Joshua,Mr. President! Awful shame about the slam-off.
guy,You call that a shame? Try a catastrophe.
Joshua,Any ideas about who's behind it?
guy,Not a clue. They used a fake company name.
Neku,"But the commentator- they said he was deputy editor at PW, right?"
guy,"Another lie. How about you, Joshua? Any ideas? Could you ask "
Neku,"(He has people? Evil, talking bats I'd believe... but people?)"
Joshua,I'll see what I can see.
Shooter,"Hey, mister, let's SLAM!"
Boss,Well... all right. Just be ready. This prez has got skillz!
guy,"Ha ha, try again in a few decades. Age is a fine"
Shooter,Rrgh... He's good.
Guy,Wanna go another round? I could use the distraction.
Guy,Hmm? Tin Pin?
Shooter,I feel a win coming on!
Guy,"Ha ha! We'll see about that, kiddo."
Guy,"Excellent technique... Here, take this."
Shooter,Woohoo!
Guy,You kids have got moxie. It does my heart good to see young 
Joshua,You mean it does your wallet good.
Guy,"Can't it be both? Anyhow, I should move along."
Neku,"(OK, so this kid's not just some lunatic. He's a sharp, well-connected"
Sota,"Hey, tiger! Whoa, that mane is completely out of control."
Neku,It does kinda get in my eyes. I could use a cut.
Shooter,"Friend of yours, Blue? "
Neku,Hey's my stylist.
Sota,"Been whackin' this boy's hair fo ages now, ever since he was a little"
Shooter,Nice! What was Blue like as a kid? 
Sota,"Neku? He'd come in with clippings and say, ""Do me like""--"
Neku,OK! Enough with the talking!
Joshua,"Hee hee... ""Do me like this!"" You were that guy."
Sota,And get this! The clippings were from--
Neku,MORE than enough with the talking!
Shooter,"Hey, Blue! If you lose this round of Tin Pin, you've gotta tell us! "
Sota,"Ooh, Tin Pin? That sounds like a fair deal."
Neku,Don't I get a veto?
Sota,"Well, I'll be! I won!"
Neku,Rrgh... 
Sota,That was fun. Let's play again!
